gene,ISCI_primary_rank,ISCI_orthogonal,controller_verdict,therapeutic_convergence,convergence_verdict,board_category,druggability_tier,intervention_direction,penalty_flags,clinical_relevance_grade,decision_class
NPC2,288.0,0.6607142857142857,unsupported,1.1016782985824791,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
BHLHE40,290.0,0.660515873015873,unsupported,0.1897108879697254,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
PEX5,291.0,0.6597222222222222,unsupported,0.2183370333606427,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ZNF641,292.0,0.6593253968253968,unsupported,-0.2716835878112892,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
KEAP1,293.0,0.6591269841269841,unsupported,0.0112435902680492,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
PTP4A1,293.0,0.6591269841269841,unsupported,0.1011387183586683,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
STK19,295.0,0.6589285714285714,unsupported,0.2855555379178529,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
RHOC,295.0,0.6589285714285714,unsupported,0.2647034329404434,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
BATF,297.0,0.6583333333333333,unsupported,0.6065280125310535,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
SHOC2,298.0,0.657936507936508,unsupported,0.923537822528704,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
CEP57,299.0,0.6579365079365079,unsupported,-0.214576497529773,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
PGP,300.0,0.6571428571428571,unsupported,0.5475620669150144,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
WAPL,301.0,0.6569444444444444,unsupported,0.1550854281471233,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
DOHH,302.0,0.6561507936507937,unsupported,0.3764287967515911,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ECSIT,302.0,0.6561507936507937,unsupported,0.4188901218244554,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
LETM2,304.0,0.6553571428571429,unsupported,0.5541418729997224,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
CHMP1A,305.0,0.6549603174603175,unsupported,0.1443190446132165,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
DDRGK1,306.0,0.6543650793650794,unsupported,0.7505063057821272,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
NFAT5,307.0,0.653968253968254,unsupported,0.0997949636917304,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
UBR5,307.0,0.653968253968254,unsupported,0.112450695971808,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
TMEM140,309.0,0.6537698412698413,unsupported,0.6639959708442643,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
G3BP1,310.0,0.6535714285714286,unsupported,0.2107751403177926,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
CDS2,311.0,0.6533730158730159,unsupported,0.3957025118610255,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
FBXO11,312.0,0.6527777777777778,unsupported,0.3465370479382414,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
CDK2,313.0,0.6525793650793651,unsupported,0.2937545469553005,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
MRPS34,314.0,0.6519841269841269,unsupported,0.3329775492651299,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
CFAP97,315.0,0.6492063492063492,unsupported,0.3755080022259771,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
AHR,316.0,0.6490079365079364,unsupported,0.311482166790111,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
PCYT2,317.0,0.6488095238095237,unsupported,-0.1165450939921643,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
UQCRQ,318.0,0.6484126984126983,unsupported,0.7884347850710975,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ZCCHC8,319.0,0.647420634920635,unsupported,0.0259608808118914,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
ARIH1,320.0,0.6472222222222223,unsupported,0.6499490557886788,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
PKNOX1,321.0,0.6456349206349206,unsupported,0.054732956435511,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
MRPL43,322.0,0.6448412698412698,unsupported,0.2024974928727523,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
UQCRB,323.0,0.6440476190476191,unsupported,0.3060999305112442,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
SETD2,324.0,0.6436507936507936,unsupported,0.3868171039660326,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
INO80B,325.0,0.6434523809523809,unsupported,0.5245967005103169,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
POLG,326.0,0.6422619047619048,unsupported,0.4107513407826293,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
TIPARP,326.0,0.6422619047619048,unsupported,-0.089898076698859,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
WDR59,328.0,0.6418650793650793,unsupported,-0.4337022611368512,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
SEC14L1,329.0,0.6406746031746031,unsupported,0.7010667273066424,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
GTF3C5,330.0,0.640079365079365,unsupported,-0.4672757847667911,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
ACAD11,331.0,0.6398809523809523,unsupported,0.5250652918919749,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
EXOSC1,331.0,0.6398809523809523,unsupported,0.3295611967242371,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
TRAF3,333.0,0.6396825396825396,unsupported,0.3088495904654273,favorable,,,,,L1 (axis literature),"F — Phenotype-associated, weak controller"
RASAL3,333.0,0.6396825396825396,unsupported,-0.5327363577341324,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
CBFB,335.0,0.6394841269841269,unsupported,0.5341447174272753,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
OTUB1,336.0,0.6392857142857142,unsupported,0.2164026604828079,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
RNF19B,337.0,0.6384920634920634,unsupported,0.4178315341554023,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
TMEM45B,338.0,0.638095238095238,unsupported,0.0042315695483322,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
ZBED3,338.0,0.638095238095238,unsupported,1.3531915963621814,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
SRR,340.0,0.6373015873015873,unsupported,0.2614510018987174,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
RPUSD3,341.0,0.6367063492063492,unsupported,0.3387930065726617,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
COX11,342.0,0.6351190476190476,unsupported,0.7459807907980233,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
DLAT,343.0,0.6347222222222222,unsupported,0.6756648654144944,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ATAD5,344.0,0.6337301587301587,unsupported,0.5470814473434157,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
CARS2,345.0,0.6321428571428571,unsupported,0.3375090524872372,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
SENP1,346.0,0.6317460317460317,unsupported,0.4474196319350734,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
TNRC6A,347.0,0.631547619047619,unsupported,1.0322819623490107,favorable,A_manufacturing_modulation,no_chembl_target,titratable,none,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
SYVN1,348.0,0.6309523809523809,unsupported,-0.2359673878855714,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
ZNF512B,349.0,0.6305555555555555,unsupported,0.383585432260767,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
IL21,350.0,0.6303571428571428,unsupported,0.3193274864115398,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
COX19,352.0,0.6299603174603174,unsupported,0.4268565428414262,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
HCCS,352.0,0.6299603174603174,unsupported,0.582530917540604,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ANP32B,352.0,0.6299603174603174,unsupported,0.4180510177023382,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
CAND1,352.0,0.6299603174603174,unsupported,-0.1551416190638129,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
ZW10,355.0,0.6293650793650793,unsupported,-0.2246146707817814,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
KMT5B,356.0,0.6287698412698413,unsupported,0.1755729561510667,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ZBTB14,357.0,0.6277777777777778,unsupported,0.2045140660086224,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
STAT5B,358.0,0.626984126984127,unsupported,1.0648270344472588,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ERCC1,359.0,0.6263888888888889,unsupported,0.3796322749828376,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
NRBP1,360.0,0.6255952380952381,unsupported,-0.1358782773755267,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
RPRD1B,361.0,0.6253968253968254,unsupported,0.377770231883949,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
PPP1R11,362.0,0.6246031746031746,unsupported,0.5260168613872195,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
MIPEP,362.0,0.6246031746031746,unsupported,0.4646258946680892,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
GPALPP1,364.0,0.6242063492063492,unsupported,-0.0819353039339925,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
NDUFA8,365.0,0.6238095238095238,unsupported,0.4094301620200405,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
KLF2,366.0,0.6220238095238095,unsupported,-0.0935087957579228,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
FLI1,367.0,0.6216269841269841,unsupported,0.2496390194813459,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
PDCL,368.0,0.6208333333333333,unsupported,0.1511214610861942,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ACAD9,369.0,0.6196428571428572,unsupported,0.3301412238146322,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
C1D,370.0,0.6194444444444445,unsupported,0.4864796920450728,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
EXOC8,371.0,0.6192460317460318,unsupported,0.4387715925615721,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
CTPS1,372.0,0.6186507936507937,unsupported,0.713962457315831,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
FIGNL1,373.0,0.6180555555555556,unsupported,0.4361182444772666,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
RELL2,374.0,0.6178571428571429,unsupported,0.2879480681038314,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
MRPL46,375.0,0.6174603174603175,unsupported,0.1331406764957368,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
CTDSPL2,376.0,0.6172619047619048,unsupported,0.376323585407057,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
FOSL2,376.0,0.6172619047619048,unsupported,0.0324245600209075,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
CASK,378.0,0.6168650793650794,unsupported,0.147008231941959,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
RPS6KA1,379.0,0.6152777777777778,unsupported,0.4232252726946821,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
SRSF10,380.0,0.6146825396825397,unsupported,0.2364719479840059,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
UHRF1,380.0,0.6146825396825397,unsupported,0.3291682819607351,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
CPSF6,382.0,0.6142857142857143,unsupported,-0.0675558084548175,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
FANCL,383.0,0.6140873015873016,unsupported,0.4848579350919906,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
C11orf54,384.0,0.6132936507936508,unsupported,0.2025239536960946,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
TTC4,385.0,0.6125,unsupported,-0.2185319859327951,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
BCS1L,386.0,0.6123015873015873,unsupported,0.5661829123536161,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
UPF2,386.0,0.6123015873015873,unsupported,-0.2461334566413011,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
MRPS26,388.0,0.6115079365079366,unsupported,0.6605881246032232,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
C2orf15,389.0,0.6113095238095239,unsupported,0.2787620363574072,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
MED23,390.0,0.6109126984126985,unsupported,0.0316581899822046,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
ID2,391.0,0.6105158730158731,unsupported,0.8275264026692274,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
EMC4,392.0,0.6101190476190477,unsupported,-0.5631718788435838,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
ZNF837,393.0,0.609920634920635,unsupported,0.2102231863347997,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
NSD1,393.0,0.609920634920635,unsupported,0.6872210240101585,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ITGB2,395.0,0.608531746031746,unsupported,0.058140343386717,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
SACM1L,396.0,0.6069444444444444,unsupported,0.2083935884346809,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
COX5A,397.0,0.6065476190476191,unsupported,0.0717059908510029,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
MED1,397.0,0.6065476190476191,unsupported,0.6770950311567866,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
FOXO1,399.0,0.603968253968254,unsupported,-0.5033109321269761,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
NSUN6,401.0,0.6037698412698412,unsupported,0.1128030688725853,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
UBR4,401.0,0.6037698412698412,unsupported,0.602022384299066,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ZC3H4,401.0,0.6037698412698412,unsupported,0.1602748280923223,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
MRPL39,403.0,0.603373015873016,unsupported,0.3719710729864845,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
RBM5,404.0,0.6029761904761906,unsupported,-0.5149219667092441,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
PHGR1,404.0,0.6029761904761906,unsupported,0.4389288432521378,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
DDX60L,406.0,0.6029761904761904,unsupported,0.2324506656177039,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
H3C11,407.0,0.6025793650793652,unsupported,-0.3659307098639902,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
RPE,408.0,0.602579365079365,unsupported,-0.0390774830373603,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
TMED9,409.0,0.6023809523809525,unsupported,0.0338275745887267,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
UBE3D,410.0,0.6011904761904763,unsupported,0.168620854497814,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
UBE2I,411.0,0.6009920634920636,unsupported,0.1915617556655668,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
BRD1,412.0,0.6005952380952381,unsupported,0.789338841022516,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
SLC25A10,413.0,0.6003968253968254,unsupported,0.3543347194941506,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
RXRB,414.0,0.6001984126984127,unsupported,0.031925313697968,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
RNASEH1,415.0,0.6000000000000001,unsupported,0.0577415694677472,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
NFKB1,416.0,0.6,unsupported,0.6464402849131053,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
LRP5,417.0,0.5996031746031746,unsupported,0.5197565899681726,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
LCK,418.0,0.5992063492063492,unsupported,1.2114763355735951,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
GTF2H5,419.0,0.5986111111111111,unsupported,0.2206070011062032,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
DIS3L,420.0,0.5984126984126984,unsupported,-0.0101163541755511,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
PSIP1,421.0,0.5976190476190476,unsupported,-0.3316765346703428,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
MICOS10,423.0,0.5970238095238095,unsupported,0.2990240456895014,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
SYK,423.0,0.5970238095238095,unsupported,0.1171328802936712,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
FLT1,423.0,0.5970238095238095,unsupported,0.1562779242769832,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ZNF221,425.0,0.5964285714285714,unsupported,0.1944274270214918,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
GNE,426.0,0.5956349206349206,unsupported,0.2706898742096555,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ING5,427.0,0.5952380952380952,unsupported,-0.0089923968017825,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
WAC,428.0,0.5938492063492063,unsupported,0.2964046205187612,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
RBM10,429.0,0.5924603174603175,unsupported,0.3933682395428575,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ZRSR2,430.0,0.5920634920634921,unsupported,-0.185270240227744,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
NKAPD1,431.0,0.5916666666666667,unsupported,0.1008791950182535,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
TFAM,432.0,0.5910714285714286,unsupported,0.5651804830553102,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
GIGYF2,433.0,0.5906746031746032,unsupported,0.1895612617127057,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
CFD,433.0,0.5906746031746032,unsupported,0.2366116115387584,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ELP4,436.0,0.5904761904761905,unsupported,0.0791853196378921,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
SLC25A51,436.0,0.5904761904761905,unsupported,0.3582049640883489,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
TLN1,436.0,0.5904761904761905,unsupported,0.5329049269944829,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
MRPL3,438.0,0.5900793650793651,unsupported,0.5844330459479843,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
MRPS24,439.0,0.5896825396825397,unsupported,0.4739617559544761,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
PPP2R1A,439.0,0.5896825396825397,unsupported,0.6172664063049902,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
MRPS2,441.0,0.5888888888888889,unsupported,0.4740598071693947,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ELP2,442.0,0.5884920634920634,unsupported,0.2148115927835336,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
VENTX,443.0,0.5882936507936508,unsupported,0.269156291320539,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
SLC24A1,443.0,0.5882936507936508,unsupported,0.0766511128489651,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
CMTR1,445.0,0.5878968253968254,unsupported,0.232157228139939,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
SSBP1,445.0,0.5878968253968254,unsupported,0.4726601667781739,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
FANCB,447.0,0.5876984126984127,unsupported,0.2975022322967285,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
PRKAR1A,448.0,0.5873015873015873,unsupported,0.1657991991964277,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
MCM8,449.0,0.5869047619047618,unsupported,0.2395486506521601,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
HSD11B2,450.0,0.5867063492063492,unsupported,0.267448327049407,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
FAM3C,451.0,0.5865079365079365,unsupported,-0.2769173106462896,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
CSNK2A1,452.0,0.586111111111111,unsupported,0.5500174897632694,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
DOT1L,453.0,0.5857142857142857,unsupported,0.465424648461249,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
RHBDD3,454.0,0.585515873015873,unsupported,-0.0201773397500858,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
RC3H1,455.0,0.5849206349206348,unsupported,0.2562886604030038,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
FAM161B,456.0,0.5843253968253967,unsupported,0.422939262217677,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
DNTTIP1,457.0,0.584126984126984,unsupported,0.1905765267708875,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
DENND2D,458.0,0.5837301587301587,unsupported,-0.0836628024014513,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
KAT6A,459.0,0.583531746031746,unsupported,0.1717287769402024,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
PTPN2,460.0,0.5817460317460317,unsupported,0.4015417301188935,favorable,,,,,L1 (axis literature),"F — Phenotype-associated, weak controller"
SUPT20H,461.0,0.5811507936507936,unsupported,1.2503022512655917,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
SP100,461.0,0.5811507936507936,unsupported,0.15308004672462,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
CHORDC1,463.0,0.5809523809523809,unsupported,0.8082475188945798,favorable,D_dangerous_rheostat,no_chembl_target,transient_inhibition,broadly-essential,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
PPIH,464.0,0.5805555555555555,unsupported,0.4422846771825342,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
MRPS15,465.0,0.5803571428571428,unsupported,0.2957041055276514,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
PTBP1,465.0,0.5803571428571428,unsupported,0.2303757112650983,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
TADA3,467.0,0.5797619047619047,unsupported,0.0716040138018986,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
RO60,468.0,0.5793650793650793,unsupported,0.2413546213197478,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
CDK13,469.0,0.5779761904761905,unsupported,-0.006412367796343,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
THG1L,470.0,0.5777777777777777,unsupported,0.2613011396752618,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
RICTOR,471.0,0.577579365079365,unsupported,0.1667444937456239,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
IL23R,472.0,0.5771825396825397,unsupported,0.1268456060644721,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
TIGAR,473.0,0.5771825396825396,unsupported,-0.3055260560850777,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
MRPL2,474.0,0.5765873015873015,unsupported,0.8241933415176259,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
PGS1,474.0,0.5765873015873015,unsupported,0.2516136923769883,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
DCK,476.0,0.5761904761904761,unsupported,0.0808362214068449,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
JUNB,477.0,0.575595238095238,unsupported,-0.2907927480117138,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
SLC25A1,478.0,0.5740079365079365,unsupported,0.6645303479994834,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
PRSS21,479.0,0.5734126984126984,unsupported,-0.0787595151852336,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
BRK1,480.0,0.573015873015873,unsupported,-0.2060278857963546,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
PTMA,481.0,0.5722222222222222,unsupported,-0.2988386810433007,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
HAPSTR1,482.0,0.5708333333333333,unsupported,0.1697122259678248,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
MCFD2,483.0,0.5704365079365079,unsupported,0.1349656152707234,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
HSD17B10,484.0,0.5698412698412698,unsupported,0.601327012185899,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
COMMD5,485.0,0.5696428571428571,unsupported,0.5204310693365869,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
